venta_id,producto_id,cantidad_producto,subtotal
VTA_52979399,PROD_980335,6,78.6
VTA_52979399,PROD_511773,12,613.32
VTA_52979399,PROD_292766,15,1730.7
VTA_52979399,PROD_827017,1,104.69
VTA_28772535,PROD_435693,19,644.29
VTA_28772535,PROD_292033,9,931.32
VTA_28772535,PROD_244360,17,1104.49
VTA_28772535,PROD_967477,19,1768.33
VTA_28772535,PROD_474807,17,1409.81
VTA_28588907,PROD_352692,14,1138.9
VTA_28588907,PROD_547654,1,126.57
VTA_28588907,PROD_219919,1,108.77
VTA_28588907,PROD_427895,9,776.88
VTA_10564928,PROD_118852,8,607.12
VTA_10564928,PROD_484786,9,1299.06
VTA_10564928,PROD_389969,15,2158.95
VTA_10564928,PROD_606640,3,55.83
VTA_10564928,PROD_311235,13,810.81
VTA_40779685,PROD_533316,9,74.52
VTA_40779685,PROD_444059,11,173.36
VTA_40779685,PROD_936893,19,210.14
VTA_40779685,PROD_918533,6,254.88
VTA_40779685,PROD_991446,4,85.4
VTA_65073835,PROD_511370,16,2119.68
VTA_65073835,PROD_878703,18,961.38
VTA_65073835,PROD_219033,15,172.35
VTA_65073835,PROD_845728,10,1239.5
VTA_65073835,PROD_540196,4,437.2
VTA_04119849,PROD_555883,15,625.2
VTA_04119849,PROD_104386,7,1002.05
VTA_04119849,PROD_146468,14,898.52
VTA_04119849,PROD_894841,1,7.84
VTA_04119849,PROD_773830,8,801.84
VTA_04119849,PROD_090010,5,511.55
VTA_81613432,PROD_361230,16,1170.72
VTA_81613432,PROD_211055,14,425.04
VTA_81613432,PROD_293005,5,459.45
VTA_81613432,PROD_348935,18,1528.38
VTA_81613432,PROD_694877,19,1117.2
VTA_65940501,PROD_262478,8,1055.84
VTA_14911943,PROD_898042,20,757.2
VTA_14911943,PROD_777545,15,1640.25
VTA_95029441,PROD_967477,9,837.63
VTA_95029441,PROD_864194,9,1343.79
VTA_95029441,PROD_272254,2,251.5
VTA_95029441,PROD_104021,5,433.65
VTA_95029441,PROD_581159,14,177.24
VTA_95029441,PROD_084119,2,43.66
VTA_68268552,PROD_079670,17,252.96
VTA_68268552,PROD_002945,16,1983.84
VTA_68268552,PROD_041628,13,217.49
VTA_68268552,PROD_974797,15,1299.0
VTA_68268552,PROD_057532,11,348.15
VTA_68268552,PROD_427334,14,1693.72
VTA_42545336,PROD_164823,7,870.38
VTA_42545336,PROD_060607,16,1958.88
VTA_42545336,PROD_029575,7,1008.28
VTA_11330063,PROD_854752,1,84.27
VTA_51435513,PROD_347490,4,372.84
VTA_51435513,PROD_348131,19,279.87
VTA_51435513,PROD_514050,2,133.34
VTA_51435513,PROD_009556,13,1774.89
VTA_51435513,PROD_294975,6,472.02
VTA_51435513,PROD_960428,10,607.8
VTA_51435513,PROD_503318,14,1059.52
VTA_93906114,PROD_630331,14,913.78
VTA_93906114,PROD_618728,16,1877.28
VTA_93906114,PROD_172332,2,13.92
VTA_93906114,PROD_928162,7,470.68
VTA_40085993,PROD_830658,18,561.96
VTA_40085993,PROD_998503,12,786.24
VTA_40085993,PROD_505216,13,1669.72
VTA_40085993,PROD_453189,20,63.8
VTA_40085993,PROD_028899,4,15.28
VTA_40085993,PROD_525365,3,111.84
VTA_40085993,PROD_427895,16,1381.12
VTA_40085993,PROD_654821,18,2473.38
VTA_05895057,PROD_073289,1,106.07
VTA_05895057,PROD_467222,9,1329.12
VTA_05895057,PROD_568388,16,517.92
VTA_05895057,PROD_827017,3,314.07
VTA_05895057,PROD_627506,19,766.84
VTA_05895057,PROD_453189,10,31.9
VTA_05895057,PROD_425357,2,20.52
VTA_43435814,PROD_619093,7,511.7
VTA_43435814,PROD_469999,15,2105.25
VTA_43435814,PROD_820169,14,368.34
VTA_43435814,PROD_563044,5,645.3
VTA_43435814,PROD_844759,8,1171.6
VTA_43435814,PROD_425357,4,41.04
VTA_43435814,PROD_999590,9,810.45
VTA_49930347,PROD_652616,4,279.64
VTA_49930347,PROD_958980,8,1117.92
VTA_49930347,PROD_617200,10,356.6
VTA_11784075,PROD_640246,17,321.81
VTA_11784075,PROD_469871,18,1915.2
VTA_33079144,PROD_395590,18,2558.34
VTA_33079144,PROD_586616,17,1434.63
VTA_33079144,PROD_798097,6,555.96
VTA_33079144,PROD_034674,8,1112.8
VTA_33079144,PROD_969829,20,1325.6
VTA_33079144,PROD_918533,6,254.88
VTA_33079144,PROD_350866,15,1252.5
VTA_33079144,PROD_122993,11,53.68
VTA_37843380,PROD_617542,6,118.74
VTA_37843380,PROD_035854,10,397.1
VTA_37843380,PROD_178023,19,265.43
VTA_37843380,PROD_815158,20,1630.8
VTA_37843380,PROD_146558,4,242.2
VTA_21684554,PROD_689139,8,223.44
VTA_21684554,PROD_243346,15,1999.35
VTA_21684554,PROD_427895,7,604.24
VTA_21684554,PROD_333705,15,1471.8
VTA_29868213,PROD_121674,11,168.3
VTA_29868213,PROD_244360,3,194.91
VTA_28841800,PROD_909877,16,1742.72
VTA_28841800,PROD_128711,1,107.92
VTA_28841800,PROD_762969,14,1653.68
VTA_28841800,PROD_654821,9,1236.69
VTA_28841800,PROD_028899,2,7.64
VTA_28841800,PROD_380278,3,199.71
VTA_28258518,PROD_500354,20,2072.8
VTA_28258518,PROD_504057,8,774.96
VTA_28258518,PROD_562689,4,448.72
VTA_50676937,PROD_057654,2,290.62
VTA_50676937,PROD_106905,8,29.6
VTA_94719806,PROD_872078,12,70.2
VTA_94719806,PROD_964540,8,189.84
VTA_45047065,PROD_669624,1,86.64
VTA_45047065,PROD_518376,2,13.34
VTA_45047065,PROD_128385,19,1118.34
VTA_45047065,PROD_814403,15,1204.2
VTA_45047065,PROD_002945,9,1115.91
VTA_45047065,PROD_820169,4,105.24
VTA_45047065,PROD_795163,18,1570.86
VTA_45047065,PROD_809602,18,712.44
VTA_47767974,PROD_335140,4,76.28
VTA_47767974,PROD_104021,7,607.11
VTA_47767974,PROD_424227,1,46.37
VTA_47767974,PROD_676370,2,166.38
VTA_47767974,PROD_477296,20,2557.0
VTA_47767974,PROD_630761,7,446.67
VTA_47767974,PROD_273618,6,174.36
VTA_47767974,PROD_302202,6,361.86
VTA_02144192,PROD_547654,17,2151.69
VTA_02144192,PROD_960428,1,60.78
VTA_02144192,PROD_618141,6,51.84
VTA_02144192,PROD_427242,14,1225.98
VTA_02144192,PROD_946989,10,841.3
VTA_78787001,PROD_814403,17,1364.76
VTA_78787001,PROD_617542,4,79.16
VTA_78787001,PROD_391504,5,284.0
VTA_78787001,PROD_029575,8,1152.32
VTA_78787001,PROD_345999,1,35.23
VTA_78787001,PROD_466426,11,746.79
VTA_78787001,PROD_259490,8,750.8
VTA_13406511,PROD_096127,2,27.28
VTA_13406511,PROD_188878,3,170.46
VTA_13406511,PROD_678597,2,258.96
VTA_13406511,PROD_855543,15,269.85
VTA_13406511,PROD_073982,9,632.88
VTA_13406511,PROD_617542,11,217.69
VTA_13406511,PROD_774776,6,194.1
VTA_13406511,PROD_658225,2,34.62
VTA_77090671,PROD_177949,2,162.46
VTA_77090671,PROD_063328,3,433.98
VTA_77090671,PROD_259490,4,375.4
VTA_77090671,PROD_789516,6,234.9
VTA_77090671,PROD_204689,17,1053.49
VTA_77090671,PROD_111703,15,147.0
VTA_79053810,PROD_864434,10,386.6
VTA_62996033,PROD_227601,2,94.46
VTA_62996033,PROD_353795,19,1731.66
VTA_32952901,PROD_256651,18,764.1
VTA_32952901,PROD_365970,7,927.85
VTA_32952901,PROD_292033,12,1241.76
VTA_32952901,PROD_787289,14,338.52
VTA_32952901,PROD_504057,7,678.09
VTA_32952901,PROD_271896,13,1485.77
VTA_32952901,PROD_359655,9,392.4
VTA_89965351,PROD_453189,4,12.76
VTA_89965351,PROD_454006,2,273.34
VTA_89965351,PROD_096127,10,136.4
VTA_89965351,PROD_674531,6,595.08
VTA_89965351,PROD_161339,2,113.36
VTA_89965351,PROD_742845,8,702.08
VTA_89965351,PROD_169279,1,30.65
VTA_89965351,PROD_399058,16,561.44
VTA_27355806,PROD_747797,18,1015.38
VTA_31860527,PROD_331354,17,1346.91
VTA_02372463,PROD_073982,7,492.24
VTA_02372463,PROD_610403,9,1128.78
VTA_02372463,PROD_811663,20,2278.4
VTA_02372463,PROD_547654,10,1265.7
VTA_93317814,PROD_784592,1,8.04
VTA_93317814,PROD_125256,2,276.92
VTA_01299644,PROD_671518,11,665.17
VTA_01299644,PROD_466426,1,67.89
VTA_01299644,PROD_033256,19,1850.41
VTA_01299644,PROD_686776,9,847.17
VTA_01299644,PROD_024790,14,500.22
VTA_01299644,PROD_525365,13,484.64
VTA_01299644,PROD_292033,13,1345.24
VTA_01299644,PROD_129323,1,37.83
VTA_39050813,PROD_775606,1,125.8
VTA_39050813,PROD_193746,15,1401.9
VTA_39050813,PROD_742429,1,119.89
VTA_21098469,PROD_271896,19,2171.51
VTA_21098469,PROD_540196,1,109.3
VTA_21098469,PROD_850326,11,1162.37
VTA_98106118,PROD_733579,12,919.32
VTA_98106118,PROD_834647,2,44.26
VTA_98106118,PROD_574195,7,717.29
VTA_98106118,PROD_827017,16,1675.04
VTA_98106118,PROD_560799,4,239.76
VTA_98106118,PROD_438281,11,1050.61
VTA_98106118,PROD_286718,1,13.29
VTA_98106118,PROD_779028,1,112.16
VTA_45254101,PROD_223130,2,107.62
VTA_45254101,PROD_006496,16,2200.48
VTA_66443834,PROD_342258,19,987.62
VTA_66443834,PROD_199386,5,708.1
VTA_66443834,PROD_231148,7,929.88
VTA_66443834,PROD_369685,4,109.32
VTA_66443834,PROD_020126,12,1231.8
VTA_66443834,PROD_641079,4,102.16
VTA_66443834,PROD_273618,4,116.24
VTA_09604193,PROD_083435,14,1200.36
VTA_41939078,PROD_845728,18,2231.1
VTA_41939078,PROD_173724,6,247.5
VTA_41939078,PROD_207421,14,1630.58
VTA_41939078,PROD_581159,9,113.94
VTA_41939078,PROD_348131,2,29.46
VTA_41939078,PROD_226043,18,2502.72
VTA_41939078,PROD_568388,7,226.59
VTA_41939078,PROD_610403,9,1128.78
VTA_92208568,PROD_597129,11,1478.29
VTA_92208568,PROD_755702,14,710.22
VTA_36358855,PROD_575342,8,429.28
VTA_36358855,PROD_960428,15,911.7
VTA_36358855,PROD_180108,1,86.79
VTA_36358855,PROD_820008,4,156.96
VTA_19855412,PROD_436463,18,1439.28
VTA_19855412,PROD_360566,16,265.28
VTA_46020691,PROD_117051,18,138.78
VTA_46020691,PROD_685208,5,537.75
VTA_73146424,PROD_641079,12,306.48
VTA_73146424,PROD_200564,14,1995.84
VTA_73146424,PROD_176565,16,2388.96
VTA_73146424,PROD_240110,3,198.45
VTA_73146424,PROD_757809,6,447.36
VTA_73146424,PROD_738447,3,117.51
VTA_73146424,PROD_319060,6,679.62
VTA_25848038,PROD_626754,8,1088.4
VTA_25848038,PROD_511370,19,2517.12
VTA_25848038,PROD_148931,13,120.12
VTA_52570755,PROD_352692,3,244.05
VTA_52570755,PROD_427334,7,846.86
VTA_52570755,PROD_009556,12,1638.36
VTA_06245826,PROD_658225,14,242.34
VTA_06245826,PROD_953818,18,1384.92
VTA_06245826,PROD_802806,9,964.71
VTA_06245826,PROD_801971,16,927.84
VTA_06245826,PROD_979290,6,582.06
VTA_06245826,PROD_413021,15,1854.75
VTA_06245826,PROD_606640,13,241.93
VTA_06245826,PROD_188878,2,113.64
VTA_29154109,PROD_830658,6,187.32
VTA_29154109,PROD_350537,19,295.07
VTA_29154109,PROD_785992,12,403.92
VTA_29154109,PROD_413021,11,1360.15
VTA_29154109,PROD_711324,9,1201.41
VTA_94104905,PROD_443195,8,202.0
VTA_94104905,PROD_416904,19,1564.46
VTA_94104905,PROD_775606,4,503.2
VTA_94104905,PROD_639512,18,1207.26
VTA_94104905,PROD_105374,16,276.96
VTA_94104905,PROD_228453,11,1388.86
VTA_94104905,PROD_178023,20,279.4
VTA_53595675,PROD_560799,14,839.16
VTA_53595675,PROD_505216,4,513.76
VTA_53595675,PROD_890936,14,1915.06
VTA_53595675,PROD_958980,20,2794.8
VTA_53595675,PROD_488588,7,605.64
VTA_52207340,PROD_787289,13,314.34
VTA_52207340,PROD_978624,8,438.16
VTA_52207340,PROD_187929,10,1208.3
VTA_02253901,PROD_894841,4,31.36
VTA_02253901,PROD_308346,10,779.6
VTA_02253901,PROD_365970,3,397.65
VTA_02253901,PROD_353795,5,455.7
VTA_02253901,PROD_845728,16,1983.2
VTA_90872955,PROD_200564,18,2566.08
VTA_90872955,PROD_363075,16,2099.2
VTA_90872955,PROD_121857,9,849.24
VTA_90872955,PROD_724911,2,76.34
VTA_04211962,PROD_630761,17,1084.77
VTA_04211962,PROD_712359,8,529.92
VTA_04211962,PROD_658225,8,138.48
VTA_04211962,PROD_511818,8,1106.4
VTA_04211962,PROD_667158,10,538.3
VTA_04211962,PROD_787590,8,1102.64
VTA_04211962,PROD_174268,6,779.1
VTA_04211962,PROD_819335,13,1252.55
VTA_08621631,PROD_378559,3,165.18
VTA_08621631,PROD_951488,17,2074.68
VTA_08621631,PROD_689139,3,83.79
VTA_08621631,PROD_002991,19,1855.54
VTA_79296281,PROD_083368,20,376.0
VTA_79296281,PROD_742429,18,2158.02
VTA_79296281,PROD_116826,2,107.62
VTA_79296281,PROD_385424,1,139.13
VTA_79296281,PROD_128385,20,1177.2
VTA_79296281,PROD_919088,6,216.6
VTA_64430937,PROD_273618,7,203.42
VTA_64430937,PROD_415186,6,63.54
VTA_64430937,PROD_431790,8,677.12
VTA_64430937,PROD_188878,7,397.74
VTA_64430937,PROD_427334,9,1088.82
VTA_52636688,PROD_994600,15,1423.35
VTA_52636688,PROD_308131,2,254.96
VTA_52636688,PROD_329768,12,1605.72
VTA_52636688,PROD_787289,16,386.88
VTA_52636688,PROD_568388,4,129.48
VTA_52636688,PROD_086452,16,1018.72
VTA_06059723,PROD_808870,15,292.05
VTA_06059723,PROD_467222,7,1033.76
VTA_06059723,PROD_117762,5,116.55
VTA_06059723,PROD_845728,1,123.95
VTA_06059723,PROD_362066,5,579.55
VTA_06059723,PROD_348131,5,73.65
VTA_09495114,PROD_594718,15,668.1
VTA_09495114,PROD_669647,11,1268.3
VTA_09495114,PROD_266679,14,974.96
VTA_09495114,PROD_748644,18,2313.9
VTA_09495114,PROD_084119,4,87.32
VTA_09495114,PROD_395590,19,2700.47
VTA_09495114,PROD_695658,6,469.62
VTA_67590065,PROD_151025,20,2926.6
VTA_67590065,PROD_700716,13,243.1
VTA_67590065,PROD_606901,20,270.8
VTA_67590065,PROD_286718,10,132.9
VTA_87161602,PROD_423564,14,27.58
VTA_87161602,PROD_618728,11,1290.63
VTA_87161602,PROD_084536,20,2313.0
VTA_87161602,PROD_525365,5,186.4
VTA_87161602,PROD_173117,7,460.46
VTA_87161602,PROD_306638,20,61.8
VTA_87161602,PROD_951488,14,1708.56
VTA_79554050,PROD_630761,10,638.1
VTA_79554050,PROD_172332,7,48.72
VTA_79554050,PROD_401645,19,2416.42
VTA_79554050,PROD_080378,3,446.76
VTA_29628892,PROD_172332,8,55.68
VTA_29628892,PROD_293005,14,1286.46
VTA_29628892,PROD_104021,4,346.92
VTA_29628892,PROD_378559,14,770.84
VTA_00664786,PROD_639960,14,36.82
VTA_00664786,PROD_187186,2,180.7
VTA_00664786,PROD_018204,20,2220.2
VTA_45562610,PROD_683023,13,1913.86
VTA_45562610,PROD_231148,11,1461.24
VTA_45562610,PROD_309627,8,20.64
VTA_45562610,PROD_940791,6,172.08
VTA_45562610,PROD_334572,16,1376.48
VTA_45562610,PROD_421841,3,102.3
VTA_45562610,PROD_008922,9,372.6
VTA_45562610,PROD_308346,16,1247.36
VTA_71609818,PROD_319923,3,100.53
VTA_71609818,PROD_263131,13,637.26
VTA_71609818,PROD_593510,3,205.89
VTA_71609818,PROD_385424,14,1947.82
VTA_71609818,PROD_471786,17,232.56
VTA_71609818,PROD_719328,16,75.04
VTA_97720441,PROD_439965,18,690.84
VTA_97720441,PROD_023281,17,869.04
VTA_97720441,PROD_568388,5,161.85
VTA_97720441,PROD_187929,6,724.98
VTA_97720441,PROD_380278,7,465.99
VTA_97720441,PROD_147392,8,628.0
VTA_97720441,PROD_719442,11,660.77
VTA_97720441,PROD_899280,17,2326.28
VTA_42911891,PROD_630331,7,456.89
VTA_42911891,PROD_209621,1,105.61
VTA_38774071,PROD_255748,7,771.96
VTA_38774071,PROD_743878,19,418.57
VTA_38774071,PROD_567801,1,110.09
VTA_38774071,PROD_658707,8,687.6
VTA_38774071,PROD_748478,4,194.84
VTA_38774071,PROD_421841,14,477.4
VTA_62457186,PROD_683023,13,1913.86
VTA_62457186,PROD_020189,18,2305.62
VTA_62457186,PROD_377444,11,132.99
VTA_62457186,PROD_124075,19,2139.97
VTA_62457186,PROD_098309,15,1204.35
VTA_62457186,PROD_360566,13,215.54
VTA_62457186,PROD_711479,14,1925.84
VTA_62457186,PROD_853151,10,1470.9
VTA_75936605,PROD_199386,18,2549.16
VTA_75936605,PROD_121857,6,566.16
VTA_75936605,PROD_722459,2,182.2
VTA_75936605,PROD_262478,2,263.96
VTA_75936605,PROD_286736,4,39.28
VTA_75936605,PROD_940791,7,200.76
VTA_75936605,PROD_960428,16,972.48
VTA_75936605,PROD_216741,13,563.42
VTA_53917604,PROD_268366,11,1438.58
VTA_53917604,PROD_234716,6,444.84
VTA_53917604,PROD_446017,3,196.95
VTA_66988174,PROD_897211,5,556.35
VTA_70010748,PROD_152740,6,676.02
VTA_70010748,PROD_009255,8,462.08
VTA_53863088,PROD_626754,12,1632.6
VTA_53863088,PROD_820181,10,1112.3
VTA_25447291,PROD_073289,11,1166.77
VTA_03148241,PROD_811563,18,2542.68
VTA_03148241,PROD_084061,15,237.6
VTA_03148241,PROD_349738,15,1636.65
VTA_97400539,PROD_298651,6,235.14
VTA_97400539,PROD_453661,7,702.87
VTA_97400539,PROD_687475,11,671.33
VTA_97400539,PROD_762969,10,1181.2
VTA_99964912,PROD_295795,14,2016.56
VTA_99964912,PROD_044146,18,2223.36
VTA_99964912,PROD_151025,2,292.66
VTA_24640708,PROD_294668,19,1299.98
VTA_77529927,PROD_056538,20,2059.4
VTA_77529927,PROD_436463,9,719.64
VTA_77529927,PROD_135044,12,100.68
VTA_77529927,PROD_116826,2,107.62
VTA_77529927,PROD_988297,17,776.39
VTA_77529927,PROD_748016,20,1239.6
VTA_77529927,PROD_658225,2,34.62
VTA_40425078,PROD_971046,9,1184.85
VTA_40425078,PROD_121920,9,502.11
VTA_40425078,PROD_803544,9,1180.98
VTA_40425078,PROD_681123,12,134.88
VTA_70394031,PROD_200564,15,2138.4
VTA_70394031,PROD_925197,10,490.4
VTA_60482068,PROD_270037,18,610.38
VTA_60482068,PROD_173449,19,347.7
VTA_60482068,PROD_175731,15,711.45
VTA_60482068,PROD_083059,3,83.61
VTA_60482068,PROD_184000,10,646.4
VTA_60482068,PROD_648302,16,666.24
VTA_60482068,PROD_504057,2,193.74
VTA_94680706,PROD_087959,10,872.3
VTA_94680706,PROD_169279,15,459.75
VTA_03560303,PROD_789441,6,833.04
VTA_03560303,PROD_104954,13,1810.64
VTA_03560303,PROD_933675,4,348.68
VTA_03560303,PROD_752424,9,957.15
VTA_03560303,PROD_882774,6,516.42
VTA_03560303,PROD_425357,5,51.3
VTA_89643431,PROD_272878,9,358.74
VTA_89643431,PROD_684586,9,510.39
VTA_72350061,PROD_976221,6,478.44
VTA_72350061,PROD_000213,20,819.0
VTA_72350061,PROD_293005,2,183.78
VTA_93572513,PROD_271896,19,2171.51
VTA_93572513,PROD_263131,9,441.18
VTA_93572513,PROD_469871,14,1489.6
VTA_05713819,PROD_308346,15,1169.4
VTA_05713819,PROD_353795,1,91.14
VTA_05713819,PROD_243346,9,1199.61
VTA_05713819,PROD_041628,20,334.6
VTA_05713819,PROD_175731,19,901.17
VTA_05713819,PROD_874021,18,2353.32
VTA_69908906,PROD_561285,5,116.95
VTA_69908906,PROD_979390,20,2057.2
VTA_69908906,PROD_801971,19,1101.81
VTA_69908906,PROD_936987,7,830.41
VTA_56920450,PROD_273834,7,437.99
VTA_56920450,PROD_824018,5,186.7
VTA_56920450,PROD_023281,19,971.28
VTA_56920450,PROD_561107,5,201.55
VTA_56920450,PROD_641296,9,1295.46
VTA_56920450,PROD_184000,2,129.28
VTA_56920450,PROD_822888,3,418.38
VTA_11507508,PROD_243346,2,266.58
VTA_11507508,PROD_421841,15,511.5
VTA_40959493,PROD_511773,15,766.65
VTA_40959493,PROD_945662,11,1327.15
VTA_40959493,PROD_011814,8,196.88
VTA_40959493,PROD_200564,20,2851.2
VTA_40959493,PROD_123505,19,1406.19
VTA_40959493,PROD_612870,11,1462.67
VTA_22066004,PROD_123505,9,666.09
VTA_22066004,PROD_620997,20,1841.6
VTA_22066004,PROD_370033,5,66.05
VTA_22066004,PROD_151025,6,877.98
VTA_22066004,PROD_514817,19,2529.09
VTA_27546441,PROD_728439,16,991.36
VTA_27546441,PROD_575342,6,321.96
VTA_27546441,PROD_174268,19,2467.15
VTA_27546441,PROD_471786,2,27.36
VTA_27546441,PROD_126056,7,607.32
VTA_27546441,PROD_268366,9,1177.02
VTA_27546441,PROD_707103,3,226.38
VTA_27546441,PROD_561285,8,187.12
VTA_58034689,PROD_413021,13,1607.45
VTA_58034689,PROD_290051,7,348.04
VTA_58034689,PROD_024790,12,428.76
VTA_58034689,PROD_144809,20,2270.6
VTA_61760905,PROD_552734,14,204.82
VTA_61760905,PROD_222058,4,148.88
VTA_61760905,PROD_040855,7,604.66
VTA_60135480,PROD_476502,20,1034.4
VTA_60135480,PROD_160079,13,642.59
VTA_60135480,PROD_273618,8,232.48
VTA_53278514,PROD_421841,8,272.8
VTA_34893985,PROD_756267,16,1557.12
VTA_85241067,PROD_342258,15,779.7
VTA_85241067,PROD_364011,10,984.4
VTA_85241067,PROD_090599,6,478.5
VTA_85241067,PROD_689928,16,430.56
VTA_85241067,PROD_957223,11,1431.98
VTA_85241067,PROD_707103,15,1131.9
VTA_92509366,PROD_216741,12,520.08
VTA_92509366,PROD_980335,9,117.9
VTA_92509366,PROD_971046,11,1448.15
VTA_92509366,PROD_210935,6,159.6
VTA_92509366,PROD_096127,17,231.88
VTA_92509366,PROD_023281,7,357.84
VTA_92509366,PROD_994729,5,15.7
VTA_92509366,PROD_439965,9,345.42
VTA_08197971,PROD_612870,8,1063.76
VTA_08197971,PROD_811663,19,2164.48
VTA_08197971,PROD_546107,10,133.5
VTA_08197971,PROD_539876,4,259.0
VTA_08197971,PROD_657179,10,302.1
VTA_66505044,PROD_657891,19,1630.77
VTA_66505044,PROD_720866,12,926.16
VTA_81547708,PROD_975271,8,367.6
VTA_81547708,PROD_314759,10,576.2
VTA_76741929,PROD_389969,3,431.79
VTA_76741929,PROD_222058,19,707.18
VTA_76741929,PROD_373753,5,277.45
VTA_76741929,PROD_125256,16,2215.36
VTA_60845282,PROD_920509,15,259.65
VTA_60845282,PROD_438493,7,324.38
VTA_60845282,PROD_830658,4,124.88
VTA_60845282,PROD_946616,3,344.4
VTA_02263324,PROD_582806,7,363.58
VTA_02263324,PROD_441205,14,1326.22
VTA_02263324,PROD_719350,17,2367.93
VTA_02263324,PROD_988140,6,196.14
VTA_22617790,PROD_594718,4,178.16
VTA_22617790,PROD_146558,16,968.8
VTA_22617790,PROD_328143,20,2500.4
VTA_22617790,PROD_586616,1,84.39
VTA_22617790,PROD_933675,18,1569.06
VTA_22617790,PROD_244360,9,584.73
VTA_22617790,PROD_169279,18,551.7
VTA_09946071,PROD_270037,14,474.74
VTA_09200832,PROD_940791,19,544.92
VTA_09200832,PROD_464846,20,2751.4
VTA_09200832,PROD_936893,3,33.18
VTA_09200832,PROD_966036,4,275.16
VTA_72493777,PROD_779028,16,1794.56
VTA_72493777,PROD_175731,2,94.86
VTA_72493777,PROD_135828,2,187.32
VTA_72493777,PROD_352692,15,1220.25
VTA_72493777,PROD_306638,7,21.63
VTA_72493777,PROD_641079,6,153.24
VTA_72493777,PROD_040855,4,345.52
VTA_72493777,PROD_090599,5,398.75
VTA_46903788,PROD_087959,9,785.07
VTA_46903788,PROD_169279,1,30.65
VTA_46903788,PROD_121674,11,168.3
VTA_46903788,PROD_564213,10,536.3
VTA_46903788,PROD_614247,18,1076.22
VTA_46903788,PROD_437364,12,942.24
VTA_46903788,PROD_319060,4,453.08
VTA_14138841,PROD_352692,14,1138.9
VTA_14138841,PROD_273618,17,494.02
VTA_14138841,PROD_816424,14,1527.4
VTA_14138841,PROD_822162,9,294.39
VTA_14138841,PROD_104021,6,520.38
VTA_14138841,PROD_919179,4,296.8
VTA_14138841,PROD_204931,11,17.05
VTA_14138841,PROD_263131,3,147.06
VTA_07739501,PROD_293005,6,551.34
VTA_07739501,PROD_184000,14,904.96
VTA_07739501,PROD_446074,14,311.5
VTA_07739501,PROD_243346,15,1999.35
VTA_07739501,PROD_957223,15,1952.7
VTA_07739501,PROD_096127,7,95.48
VTA_07739501,PROD_128711,1,107.92
VTA_07739501,PROD_711479,3,412.68
VTA_21264622,PROD_332234,13,370.11
VTA_21264622,PROD_779028,2,224.32
VTA_21264622,PROD_020126,5,513.25
VTA_21264622,PROD_335140,20,381.4
VTA_21264622,PROD_362066,16,1854.56
VTA_21264622,PROD_306638,5,15.45
VTA_21264622,PROD_352692,20,1627.0
VTA_31934606,PROD_104021,16,1387.68
VTA_31934606,PROD_752424,11,1169.85
VTA_31934606,PROD_292033,1,103.48
VTA_31934606,PROD_814403,11,883.08
VTA_31934606,PROD_892468,10,583.8
VTA_31934606,PROD_589153,7,548.17
VTA_31934606,PROD_048124,5,581.0
VTA_97015899,PROD_163196,7,390.04
VTA_97015899,PROD_397426,1,49.2
VTA_97015899,PROD_909882,16,1481.12
VTA_97015899,PROD_674085,3,205.32
VTA_97015899,PROD_041628,2,33.46
VTA_97015899,PROD_827382,11,1576.96
VTA_97015899,PROD_826113,13,614.12
VTA_37491543,PROD_563436,9,1339.47
VTA_83896903,PROD_904803,2,90.44
VTA_83896903,PROD_329768,10,1338.1
VTA_83896903,PROD_995026,7,214.06
VTA_83896903,PROD_306638,13,40.17
VTA_83896903,PROD_174741,12,1542.84
VTA_23509401,PROD_742429,15,1798.35
VTA_23509401,PROD_567801,18,1981.62
VTA_23509401,PROD_369685,3,81.99
VTA_23509401,PROD_286736,10,98.2
VTA_23509401,PROD_147392,17,1334.5
VTA_23509401,PROD_892174,2,39.44
VTA_23509401,PROD_711479,18,2476.08
VTA_69379326,PROD_822162,18,588.78
VTA_69379326,PROD_894841,15,117.6
VTA_74911540,PROD_975249,18,1918.08
VTA_74911540,PROD_748644,2,257.1
VTA_74911540,PROD_910360,17,1202.58
VTA_74911540,PROD_015085,14,634.9
VTA_74911540,PROD_760248,5,498.55
VTA_75827342,PROD_395590,11,1563.43
VTA_75827342,PROD_979290,8,776.08
VTA_75827342,PROD_063328,11,1591.26
VTA_75827342,PROD_606901,7,94.78
VTA_67214416,PROD_561285,1,23.39
VTA_67214416,PROD_674531,3,297.54
VTA_67214416,PROD_009556,12,1638.36
VTA_67214416,PROD_595421,2,102.22
VTA_67214416,PROD_958980,5,698.7
VTA_67214416,PROD_084119,13,283.79
VTA_88382196,PROD_121674,1,15.3
VTA_88382196,PROD_733579,9,689.49
VTA_88382196,PROD_525365,20,745.6
VTA_88382196,PROD_383135,11,1173.15
VTA_88382196,PROD_256651,5,212.25
VTA_33897987,PROD_255748,4,441.12
VTA_33897987,PROD_338721,4,132.4
VTA_12354240,PROD_069529,12,1514.88
VTA_12354240,PROD_773830,14,1403.22
VTA_12354240,PROD_084061,5,79.2
VTA_12354240,PROD_723824,17,1792.65
VTA_12354240,PROD_095893,10,202.9
VTA_12354240,PROD_936987,10,1186.3
VTA_81716780,PROD_565820,6,9.18
