venta_id,cliente_id,fecha_venta,monto_total
VTA_74787271,CLI_954139,2025-06-17,2006.81
VTA_87643261,CLI_955884,2025-06-25,1835.73
VTA_43788602,CLI_914751,2025-09-14,2105.18
VTA_72325555,CLI_513251,2025-07-10,2792.4
VTA_70466928,CLI_114540,2025-04-10,311.03
VTA_24798255,CLI_333023,2025-08-11,1467.5
VTA_84066692,CLI_608268,2025-02-08,802.04
VTA_99794725,CLI_768249,2026-01-22,774.56
VTA_98823685,CLI_762453,2025-05-01,7.09
VTA_67234521,CLI_090967,2025-12-18,103.32
VTA_78340409,CLI_704784,2025-06-27,67.02
VTA_84149153,CLI_209427,2025-08-03,387.69
VTA_87059364,CLI_049095,2025-10-25,8552.27
VTA_80418180,CLI_122457,2025-11-17,2781.15
VTA_11077156,CLI_492207,2025-06-17,99.6
VTA_72946511,CLI_559379,2026-01-02,3222.19
VTA_25241345,CLI_497105,2025-01-16,996.42
VTA_76649872,CLI_609545,2025-06-12,4416.34
VTA_83973581,CLI_768066,2025-07-25,113.45
VTA_68840516,CLI_484016,2025-07-25,242.72
VTA_03350661,CLI_208383,2025-07-17,47.24
VTA_10433146,CLI_529222,2025-12-16,4375.62
VTA_11883092,CLI_255865,2025-01-15,58.37
VTA_16237454,CLI_592686,2025-06-16,6210.85
VTA_20396843,CLI_342444,2025-06-20,1229.36
VTA_08557830,CLI_529222,2025-10-02,3028.71
VTA_05698041,CLI_074755,2025-01-02,2402.65
VTA_28394844,CLI_676284,2025-02-24,1398.83
VTA_76862104,CLI_919463,2026-01-25,2279.74
VTA_77386010,CLI_034396,2025-06-25,707.33
VTA_94689917,CLI_964638,2025-08-22,3088.58
VTA_29722899,CLI_957508,2025-09-26,1188.89
VTA_78777212,CLI_182564,2025-01-02,2188.76
VTA_48172534,CLI_497034,2025-11-19,616.12
VTA_53017377,CLI_734726,2026-02-12,6449.95
VTA_07721826,CLI_379218,2025-05-31,2236.76
VTA_74667615,CLI_608268,2025-06-03,1727.17
VTA_95085153,CLI_845404,2025-02-01,3110.37
VTA_40937277,CLI_718345,2025-06-03,134.54
VTA_86408006,CLI_560481,2025-05-16,264.92
VTA_36901531,CLI_547461,2025-08-02,1642.93
VTA_04562010,CLI_234505,2026-01-28,3742.25
VTA_47746336,CLI_090967,2025-07-16,1961.68
VTA_80419243,CLI_696801,2025-08-08,1519.44
VTA_49321990,CLI_197133,2025-04-11,419.23
VTA_34938383,CLI_957508,2025-09-14,2866.68
VTA_80583596,CLI_134285,2025-02-04,920.1
VTA_30105326,CLI_357074,2025-01-01,790.31
VTA_81981536,CLI_485627,2025-09-22,838.08
VTA_22973948,CLI_884072,2025-10-11,4025.44
VTA_75130827,CLI_951226,2025-06-26,954.79
VTA_88937600,CLI_055268,2025-02-28,488.99
VTA_50229894,CLI_265774,2025-07-20,35.8
VTA_87430502,CLI_276217,2025-11-17,4645.23
VTA_19201084,CLI_947198,2025-12-25,1107.35
VTA_32735615,CLI_415797,2025-11-28,4905.09
VTA_04999111,CLI_530637,2025-12-15,2724.74
VTA_71403439,CLI_435642,2026-01-25,745.77
VTA_82756431,CLI_340301,2025-11-02,640.4
VTA_97749101,CLI_108906,2026-01-16,4078.51
VTA_03714649,CLI_485082,2025-03-06,2211.56
VTA_86146214,CLI_885217,2025-03-14,4955.55
VTA_94592396,CLI_364513,2025-02-02,653.77
VTA_63456432,CLI_076077,2025-09-03,2033.81
VTA_53732255,CLI_330963,2025-09-03,1233.25
VTA_84183020,CLI_150139,2026-02-14,54.48
VTA_22516870,CLI_919463,2025-05-20,322.29
VTA_14126548,CLI_916808,2025-09-16,608.75
VTA_85491245,CLI_099843,2026-01-09,1504.95
VTA_26777100,CLI_167513,2025-11-06,8183.86
VTA_90326440,CLI_364630,2025-08-16,6413.67
VTA_47803805,CLI_988073,2025-05-16,2214.57
VTA_75663578,CLI_888052,2025-06-14,1574.89
VTA_08695857,CLI_733092,2025-08-09,7219.34
VTA_36095178,CLI_887928,2025-12-12,104.6
VTA_42701643,CLI_711762,2025-10-21,762.83
VTA_30187580,CLI_197133,2025-03-06,1919.54
VTA_38102526,CLI_428196,2025-11-19,3386.35
VTA_57141156,CLI_865146,2025-02-13,5604.44
VTA_71048581,CLI_555192,2025-10-24,1721.46
VTA_75811236,CLI_788865,2025-08-24,1970.56
VTA_45503544,CLI_607956,2025-01-16,1335.05
VTA_57758039,CLI_666750,2025-07-16,2082.08
VTA_41430467,CLI_274151,2025-03-30,2077.73
VTA_38901284,CLI_048645,2025-12-22,836.27
VTA_93650746,CLI_401179,2025-08-23,2399.58
VTA_93358321,CLI_576211,2025-11-09,791.32
VTA_19771116,CLI_916768,2025-08-08,1042.61
VTA_73909767,CLI_228485,2025-07-26,130.4
VTA_10186341,CLI_427905,2025-11-19,1150.37
VTA_48420701,CLI_913089,2025-03-09,1837.91
VTA_61646876,CLI_933747,2025-11-01,150.35
VTA_69570944,CLI_038266,2025-05-10,2748.84
VTA_19587805,CLI_370294,2025-03-05,2765.84
VTA_00138753,CLI_553136,2025-12-20,626.94
VTA_07680115,CLI_401179,2025-04-14,4087.44
VTA_39808719,CLI_232971,2025-08-03,547.59
VTA_76474326,CLI_734726,2025-04-11,714.73
VTA_09819247,CLI_124793,2025-10-29,896.19
VTA_07555182,CLI_555192,2025-11-26,3524.38
VTA_61858792,CLI_464427,2025-10-29,26.0
VTA_18669740,CLI_023304,2025-08-24,7050.89
VTA_00957428,CLI_165481,2025-02-03,1714.81
VTA_16411192,CLI_712861,2025-09-19,164.91
VTA_92136984,CLI_364630,2025-05-05,1586.1
VTA_32903787,CLI_009752,2025-10-01,450.73
VTA_79733290,CLI_038266,2025-01-27,4326.29
VTA_09749402,CLI_457825,2025-08-17,3980.5
VTA_15391157,CLI_035400,2025-11-06,3245.04
VTA_86217194,CLI_724535,2026-02-24,3759.33
VTA_57466670,CLI_751360,2025-12-26,1067.56
VTA_91771296,CLI_490060,2025-02-19,2108.41
VTA_50078250,CLI_144425,2025-03-01,1657.42
VTA_56143926,CLI_883464,2025-02-15,613.5
VTA_89268109,CLI_498411,2025-12-20,652.7
VTA_37254677,CLI_075891,2025-06-21,1377.1
VTA_10177225,CLI_932869,2025-06-18,2572.78
VTA_62078224,CLI_023469,2025-02-15,2529.98
VTA_86733229,CLI_743671,2025-09-18,3586.39
VTA_45343169,CLI_658012,2025-04-17,115.7
VTA_24795497,CLI_252471,2025-08-31,5919.01
VTA_88909787,CLI_270575,2025-07-10,2502.31
VTA_45960601,CLI_572002,2026-01-14,22.59
VTA_22993213,CLI_693640,2025-08-16,1864.57
VTA_96245093,CLI_274151,2026-02-18,204.36
VTA_54468198,CLI_706318,2025-06-28,1788.47
VTA_93957465,CLI_780477,2025-12-08,453.08
VTA_98866245,CLI_692377,2025-08-03,1557.74
VTA_83534742,CLI_644832,2025-12-02,1006.26
VTA_33062868,CLI_035185,2025-02-21,3613.94
VTA_90298385,CLI_821152,2026-01-02,440.49
VTA_89663660,CLI_570011,2025-05-23,427.28
VTA_06354906,CLI_878394,2025-01-22,850.44
VTA_80372876,CLI_683882,2025-10-24,429.17
VTA_46165431,CLI_648400,2025-07-31,672.1
VTA_95821396,CLI_441525,2025-12-17,45.0
VTA_73500623,CLI_644832,2025-06-02,318.38
VTA_81982909,CLI_933747,2025-10-01,925.65
VTA_75557350,CLI_343538,2025-12-06,2276.31
VTA_80127080,CLI_065766,2025-07-05,24.53
VTA_31482199,CLI_016490,2026-01-17,2395.54
VTA_83604520,CLI_947426,2026-02-25,1156.11
VTA_14987871,CLI_301089,2025-04-18,1385.51
VTA_10678118,CLI_237357,2025-09-03,677.85
VTA_24682973,CLI_238890,2026-01-28,2030.93
VTA_83560307,CLI_126851,2025-07-28,867.71
VTA_57668510,CLI_264424,2025-02-19,2440.61
VTA_82131718,CLI_782226,2025-10-29,319.76
VTA_93515805,CLI_672908,2025-06-30,2232.47
VTA_97082651,CLI_318442,2025-05-02,1146.96
VTA_68965773,CLI_146179,2025-06-03,796.75
VTA_23833346,CLI_922916,2025-09-12,1188.01
VTA_48717800,CLI_693640,2026-01-31,589.3
VTA_65249876,CLI_487757,2025-04-03,430.4
VTA_90254622,CLI_936767,2026-01-08,306.3
VTA_84117474,CLI_980137,2026-02-27,418.29
VTA_67549949,CLI_875030,2026-01-20,2121.45
VTA_63150004,CLI_061962,2025-09-02,1776.32
VTA_21430135,CLI_114319,2025-09-18,389.76
VTA_84747286,CLI_709698,2025-05-27,2639.83
VTA_17674747,CLI_563538,2025-07-03,3946.76
VTA_00318465,CLI_075331,2025-07-09,2011.91
VTA_66042437,CLI_654900,2025-07-05,815.85
VTA_86044116,CLI_034672,2025-07-21,2591.61
VTA_92140959,CLI_733896,2025-06-10,1080.39
VTA_65075858,CLI_401050,2025-08-04,1666.64
VTA_29074809,CLI_217330,2025-03-18,2178.78
VTA_55677143,CLI_940223,2026-02-04,1224.69
VTA_79766514,CLI_654960,2025-06-26,486.02
VTA_88225741,CLI_467172,2025-05-08,415.47
VTA_81999880,CLI_255865,2025-08-08,2339.1
VTA_63524257,CLI_120303,2025-05-04,1668.0
VTA_98057991,CLI_894338,2025-07-15,1725.3
VTA_31861875,CLI_193477,2025-10-01,119.38
VTA_54026199,CLI_743523,2025-11-22,80.55
VTA_52952668,CLI_631930,2025-02-20,802.19
VTA_49930130,CLI_543276,2025-11-24,795.52
VTA_52517379,CLI_808623,2025-08-26,2878.61
VTA_47540156,CLI_116864,2025-12-10,1792.63
VTA_34458125,CLI_878394,2025-04-07,1147.87
VTA_69170724,CLI_497034,2025-04-01,4346.44
VTA_22268022,CLI_336085,2026-01-24,417.64
VTA_22872007,CLI_350396,2025-01-21,1267.9
VTA_75061864,CLI_818740,2025-04-01,4453.17
VTA_29214055,CLI_592686,2025-11-22,1851.34
VTA_47884656,CLI_235126,2025-06-29,3501.52
VTA_41151739,CLI_630365,2025-07-30,1302.78
VTA_26819384,CLI_336085,2025-10-02,3446.17
VTA_04845268,CLI_359189,2025-01-15,231.4
VTA_71164776,CLI_336085,2025-09-01,2714.08
VTA_75732464,CLI_919140,2025-06-25,1192.0
VTA_90693364,CLI_023469,2025-06-07,602.56
VTA_76342016,CLI_016490,2025-08-25,1580.6
VTA_64190912,CLI_181039,2025-10-15,3281.27
VTA_42125263,CLI_271747,2025-08-23,6698.13
VTA_68524312,CLI_709698,2025-03-20,3100.3
VTA_70827985,CLI_829904,2025-05-27,806.43
VTA_45169533,CLI_497651,2025-06-16,6983.99
VTA_61677691,CLI_768249,2025-09-14,6810.52
VTA_19991272,CLI_846433,2025-12-21,534.06
VTA_66593316,CLI_794045,2025-08-29,3127.41
VTA_39495267,CLI_345317,2025-09-27,6900.65
VTA_54251656,CLI_133260,2025-02-16,1497.69
VTA_82713147,CLI_088654,2026-01-24,3388.25
VTA_99610635,CLI_512141,2025-11-25,3044.71
VTA_86499830,CLI_880614,2025-09-05,2841.91
VTA_13510932,CLI_485627,2025-12-01,2324.95
VTA_60196186,CLI_298468,2025-04-09,244.27
VTA_29095859,CLI_165481,2025-11-14,655.17
VTA_46708455,CLI_500144,2025-04-18,176.97
VTA_36834651,CLI_039598,2025-02-17,2135.42
VTA_58766874,CLI_511797,2025-06-24,631.12
VTA_29552163,CLI_492238,2025-03-29,609.96
VTA_45134962,CLI_211477,2026-02-23,12.81
VTA_70732123,CLI_127387,2025-03-25,2758.14
VTA_45347995,CLI_922885,2025-01-16,25.86
VTA_87538026,CLI_165948,2026-02-01,1177.66
VTA_62863544,CLI_724700,2025-10-30,2466.08
VTA_83000487,CLI_357074,2025-08-03,3589.68
VTA_46144684,CLI_892965,2025-07-16,971.97
VTA_91100185,CLI_065674,2025-10-16,504.3
VTA_49383236,CLI_316524,2025-05-18,1203.61
VTA_97899539,CLI_074755,2025-04-13,2208.53
VTA_17414537,CLI_567392,2025-10-11,208.85
VTA_13464337,CLI_181279,2025-04-02,1780.18
VTA_05561952,CLI_724535,2025-03-27,1729.52
VTA_86606014,CLI_788865,2026-01-10,1878.46
VTA_46204127,CLI_432308,2025-06-10,2362.13
VTA_54919718,CLI_821152,2025-12-31,1146.3
VTA_50787472,CLI_368694,2025-04-18,5886.48
VTA_83930633,CLI_152409,2025-06-16,259.47
VTA_93710650,CLI_187275,2025-02-26,3526.87
VTA_57248957,CLI_567787,2025-03-03,156.6
VTA_80655783,CLI_180923,2025-10-25,193.16
VTA_59605171,CLI_993521,2025-11-14,2725.94
VTA_76407682,CLI_524634,2025-05-13,1748.02
VTA_01473311,CLI_679226,2026-01-30,1408.34
VTA_38987359,CLI_981351,2025-05-27,1211.33
VTA_00424123,CLI_894547,2025-02-15,472.87
VTA_77208104,CLI_549404,2025-10-15,1133.56
VTA_95758964,CLI_133305,2025-11-21,935.88
VTA_16354304,CLI_977504,2025-09-04,123.48
VTA_94899104,CLI_264112,2026-02-05,4913.27
VTA_43704582,CLI_305887,2025-11-22,1087.05
VTA_43112840,CLI_075331,2025-12-28,2242.02
VTA_85334690,CLI_795211,2025-12-02,481.58
VTA_31591614,CLI_538687,2025-03-15,1133.94
VTA_72541677,CLI_654775,2025-06-01,3283.6
VTA_99661287,CLI_679226,2025-12-29,1575.05
VTA_40947314,CLI_067117,2025-04-18,678.78
VTA_19621138,CLI_150139,2025-07-18,2346.25
VTA_43487946,CLI_919192,2025-04-17,1074.56
VTA_61867512,CLI_696152,2025-10-09,2587.19
VTA_23849225,CLI_294862,2025-12-20,4206.42
VTA_11745404,CLI_784659,2025-07-17,3168.4
VTA_20260863,CLI_888042,2025-10-28,194.88
VTA_85546759,CLI_443367,2025-05-05,140.32
VTA_32529933,CLI_074766,2025-02-02,2598.33
VTA_68689512,CLI_340053,2025-04-01,1955.76
VTA_55808199,CLI_825453,2025-05-08,1153.36
VTA_22400536,CLI_423598,2025-11-30,1915.59
VTA_49069053,CLI_306338,2025-08-11,1500.23
VTA_66149792,CLI_279559,2025-07-01,363.99
VTA_44884397,CLI_226756,2026-01-13,3049.08
VTA_63251840,CLI_759864,2025-09-08,128.8
VTA_06193918,CLI_208383,2025-04-04,3183.06
VTA_43029620,CLI_768739,2025-04-15,74.37
VTA_51425567,CLI_829904,2025-08-09,852.09
VTA_66830452,CLI_284896,2026-02-22,5138.99
VTA_85989406,CLI_055268,2025-07-19,1498.31
VTA_61630225,CLI_888042,2025-04-06,1892.67
VTA_28954645,CLI_640394,2025-11-22,3400.92
VTA_02387835,CLI_970020,2026-01-20,1272.06
VTA_52075898,CLI_166384,2025-05-14,2005.26
VTA_57964672,CLI_503702,2025-10-09,23.14
VTA_76381848,CLI_914751,2025-03-02,205.64
VTA_54842858,CLI_977504,2025-08-29,1791.19
VTA_98862876,CLI_734062,2025-06-13,11.83
VTA_62576116,CLI_123653,2025-05-20,1129.19
VTA_25673425,CLI_389273,2026-01-13,3024.88
VTA_96634545,CLI_226511,2025-01-02,2252.71
VTA_77608552,CLI_526357,2025-06-05,1471.55
VTA_87914136,CLI_301598,2025-05-20,612.49
VTA_49509748,CLI_984097,2025-09-16,943.68
VTA_14777189,CLI_450811,2025-02-15,1540.27
VTA_98971485,CLI_363150,2025-01-13,68.44
VTA_52336578,CLI_909919,2025-12-15,421.44
VTA_86399577,CLI_065766,2025-07-30,798.0
VTA_03201484,CLI_817274,2025-05-28,1254.12
VTA_14687798,CLI_333023,2025-08-20,393.89
VTA_61138355,CLI_743522,2025-04-10,3642.83
VTA_20485035,CLI_550412,2026-01-26,2219.14
VTA_77620037,CLI_981351,2025-11-30,2904.78
VTA_64265311,CLI_869934,2026-01-13,2578.64
VTA_10060555,CLI_528536,2025-07-24,2197.41
VTA_78655948,CLI_319092,2025-12-24,151.47
VTA_58139450,CLI_788865,2025-12-01,617.73
VTA_46754617,CLI_519843,2025-11-01,263.84
VTA_23840653,CLI_493013,2025-11-06,3434.42
VTA_58461663,CLI_711558,2025-11-23,2062.12
VTA_60946559,CLI_049457,2025-12-21,2676.46
VTA_73862551,CLI_497105,2025-12-26,3013.61
VTA_52615137,CLI_594378,2025-08-06,2268.39
VTA_69834322,CLI_049457,2025-12-09,516.53
VTA_91998470,CLI_242283,2025-06-02,2747.73
VTA_18522488,CLI_435722,2025-09-27,865.66
VTA_50249185,CLI_740649,2025-08-25,3900.13
VTA_73162537,CLI_083708,2025-09-24,116.64
VTA_86735533,CLI_443310,2025-04-16,1354.22
VTA_48161137,CLI_107587,2025-03-19,965.79
VTA_70713367,CLI_848968,2025-12-25,243.94
VTA_05562029,CLI_364513,2025-11-27,210.05
VTA_84287062,CLI_802808,2025-10-04,5457.86
VTA_53371569,CLI_004343,2025-08-13,1671.72
VTA_22924707,CLI_518471,2025-12-07,32.24
VTA_86513337,CLI_713595,2025-12-13,2766.06
VTA_48850291,CLI_443367,2026-02-19,927.6
VTA_56426130,CLI_530637,2025-03-18,4592.78
VTA_14773308,CLI_700035,2025-06-12,6764.38
VTA_72717046,CLI_229827,2026-02-19,1954.46
VTA_35755975,CLI_166384,2025-07-05,1765.22
VTA_38909966,CLI_670770,2025-04-25,3770.81
VTA_32231171,CLI_158306,2025-12-23,501.99
VTA_26147843,CLI_794045,2025-08-02,3583.16
VTA_57876407,CLI_922885,2025-05-04,4842.25
VTA_76279442,CLI_980137,2026-02-02,4262.76
VTA_33560313,CLI_412499,2025-06-17,5873.94
VTA_55895693,CLI_818740,2025-08-03,512.36
VTA_06551965,CLI_767650,2025-05-22,127.36
VTA_63392386,CLI_007283,2026-02-07,501.11
VTA_01217375,CLI_733896,2025-06-25,2624.91
VTA_40467280,CLI_441525,2025-09-26,2068.6
VTA_79833125,CLI_080333,2025-01-12,55.44
VTA_35069447,CLI_076077,2025-07-02,1263.08
VTA_58901972,CLI_914751,2025-07-07,2473.21
VTA_78598979,CLI_711762,2025-02-12,255.44
VTA_60845238,CLI_884095,2025-07-19,1065.3
VTA_52912776,CLI_829904,2025-12-27,871.5
VTA_35389142,CLI_081788,2025-10-24,78.24
VTA_49254324,CLI_704058,2025-04-15,498.98
VTA_35131492,CLI_167513,2025-06-08,4645.69
VTA_44601586,CLI_167513,2025-09-20,152.2
VTA_55835992,CLI_733168,2025-08-17,1649.48
VTA_55092426,CLI_165669,2025-07-19,269.88
VTA_48664003,CLI_723623,2025-12-12,598.96
VTA_20261941,CLI_514775,2025-03-26,146.48
VTA_21622457,CLI_848773,2025-07-04,138.16
VTA_08963438,CLI_724700,2026-02-05,2311.5
VTA_09381558,CLI_552643,2025-04-20,4001.51
VTA_24791913,CLI_604368,2025-06-26,2236.37
VTA_76224626,CLI_640394,2025-07-21,5472.76
VTA_49265759,CLI_299033,2025-02-26,2299.2
VTA_15179838,CLI_502456,2025-06-09,187.08
VTA_04102687,CLI_312630,2025-01-18,1389.21
VTA_95907109,CLI_503452,2025-12-30,516.63
VTA_33263461,CLI_432308,2025-10-05,2598.24
VTA_80340515,CLI_699171,2025-04-28,1467.46
VTA_09849557,CLI_295735,2025-02-01,1681.14
VTA_09985478,CLI_484837,2025-09-24,2431.17
VTA_05538308,CLI_919140,2025-05-19,1535.08
VTA_19224012,CLI_567787,2025-04-04,573.36
VTA_51700487,CLI_512141,2025-02-04,6314.31
VTA_27957097,CLI_034396,2026-01-04,53.16
VTA_50343425,CLI_759864,2025-12-16,7832.11
VTA_36515449,CLI_749828,2025-12-14,729.28
VTA_49983895,CLI_169876,2025-11-13,1257.2
VTA_91073838,CLI_951097,2025-09-25,2668.56
VTA_33280906,CLI_735254,2025-01-16,3433.77
VTA_58273344,CLI_173041,2025-09-24,107.55
VTA_55595144,CLI_710783,2025-12-29,2555.57
VTA_91200712,CLI_679448,2025-05-18,1211.9
VTA_93154047,CLI_255865,2026-01-28,913.54
VTA_02491738,CLI_266084,2025-10-26,521.24
VTA_57215079,CLI_637775,2025-01-24,10242.87
VTA_73440842,CLI_967722,2025-11-01,4828.9
VTA_72711528,CLI_074766,2025-03-14,1111.47
VTA_39527094,CLI_654146,2025-08-21,9.3
VTA_78416342,CLI_343273,2025-11-19,799.18
VTA_83057038,CLI_841297,2025-09-03,177.63
VTA_28117853,CLI_526357,2025-05-10,1242.41
VTA_42769962,CLI_603975,2025-08-08,184.62
VTA_95943378,CLI_734062,2025-09-25,1902.1
VTA_21823307,CLI_864591,2025-11-25,1111.1
VTA_72610343,CLI_914751,2025-09-28,932.4
VTA_49277455,CLI_816859,2025-11-18,143.82
VTA_06892208,CLI_080333,2025-09-24,528.3
VTA_87933798,CLI_654900,2025-11-22,4422.51
VTA_39253890,CLI_654960,2025-07-07,29.56
VTA_72414808,CLI_841297,2025-01-25,301.64
VTA_40174009,CLI_696152,2025-09-03,453.54
VTA_08048786,CLI_023679,2025-08-28,2466.57
VTA_73839777,CLI_364513,2025-09-18,1675.87
VTA_37495830,CLI_135362,2025-12-24,878.9
VTA_88458480,CLI_095799,2025-08-05,2992.98
VTA_11160562,CLI_152409,2025-11-02,303.82
VTA_54845851,CLI_480035,2025-10-03,364.27
VTA_74101537,CLI_457825,2025-06-21,1579.12
VTA_10295448,CLI_447690,2025-05-08,1906.51
VTA_37411470,CLI_020554,2025-12-25,80.86
VTA_15685866,CLI_813750,2026-01-06,645.5
VTA_09681437,CLI_062363,2025-12-03,482.82
VTA_41817541,CLI_724639,2025-06-11,698.5
VTA_08157556,CLI_885217,2025-02-24,1046.73
VTA_78650786,CLI_132831,2025-03-23,72.93
VTA_59322254,CLI_963526,2026-01-07,3721.19
VTA_84491614,CLI_480035,2025-12-23,1785.28
VTA_60491079,CLI_563538,2025-07-18,1680.96
VTA_62399178,CLI_499673,2025-01-17,207.84
VTA_67199355,CLI_202262,2025-07-27,3681.33
VTA_48634139,CLI_458098,2025-06-06,2733.51
VTA_60629505,CLI_922885,2025-12-01,4313.03
VTA_72052643,CLI_977504,2025-09-22,3259.86
VTA_25850346,CLI_161493,2025-11-12,1283.2
VTA_94520891,CLI_042613,2025-08-25,731.86
VTA_79700813,CLI_696801,2025-03-02,694.87
VTA_19827370,CLI_838075,2025-05-16,675.3
VTA_49399736,CLI_535964,2026-01-29,1454.54
VTA_84369588,CLI_317220,2025-03-02,2895.56
VTA_40848770,CLI_258896,2025-08-20,584.4
VTA_12099854,CLI_366565,2025-04-03,171.23
VTA_16943205,CLI_955628,2025-05-01,2668.32
VTA_36539032,CLI_229827,2025-12-13,1558.94
VTA_78256626,CLI_768066,2025-04-30,5799.62
VTA_82606137,CLI_080333,2025-04-17,54.17
VTA_28227109,CLI_745474,2025-05-30,657.95
VTA_27786694,CLI_581901,2025-05-26,4065.11
VTA_32823122,CLI_497034,2025-05-10,1621.39
VTA_78584632,CLI_433690,2025-08-02,54.18
VTA_97138436,CLI_368694,2025-08-07,135.52
VTA_26202648,CLI_074553,2026-01-17,4107.14
VTA_74114638,CLI_067366,2025-06-12,5231.38
VTA_56435916,CLI_350396,2025-06-02,893.63
VTA_71564129,CLI_301089,2025-02-02,1192.0
VTA_99141671,CLI_287117,2025-06-10,3042.1
VTA_35541230,CLI_768066,2025-12-23,832.76
VTA_22335060,CLI_101208,2025-10-11,216.87
VTA_57303853,CLI_697813,2026-01-04,4894.67
VTA_02392685,CLI_175666,2025-12-06,1767.34
VTA_71709260,CLI_448810,2025-11-13,626.35
VTA_56347084,CLI_076077,2025-01-17,3056.01
VTA_39922596,CLI_570117,2026-01-25,2649.91
VTA_56115367,CLI_649669,2026-02-08,3899.58
VTA_08385658,CLI_539381,2025-07-30,50.91
VTA_01092032,CLI_116864,2025-05-21,311.56
VTA_21688098,CLI_489055,2026-02-02,977.2
VTA_60413367,CLI_060153,2025-05-12,3317.17
VTA_27076881,CLI_712861,2025-05-01,7647.51
VTA_86920536,CLI_208383,2025-06-10,867.63
VTA_44871927,CLI_062806,2025-02-05,486.33
VTA_60793950,CLI_654775,2025-11-19,2242.46
VTA_65487875,CLI_588531,2025-05-10,214.88
VTA_99741850,CLI_383155,2025-08-13,48.24
VTA_62201727,CLI_648400,2025-09-21,1410.69
VTA_38225660,CLI_107587,2025-08-26,6440.32
VTA_99462733,CLI_227697,2025-04-16,283.1
VTA_80592353,CLI_657553,2025-10-14,1325.59
VTA_87753656,CLI_946992,2025-01-13,429.37
VTA_88310334,CLI_198872,2025-11-30,1691.31
VTA_68777482,CLI_492207,2025-03-03,69.6
VTA_95148931,CLI_300045,2025-07-26,73.6
VTA_54242071,CLI_242283,2025-06-05,527.54
VTA_70076619,CLI_570117,2025-07-09,1365.95
VTA_06434439,CLI_595577,2025-07-01,52.38
VTA_18187596,CLI_300045,2025-05-23,2786.58
VTA_19186474,CLI_802512,2025-04-28,547.35
VTA_75444719,CLI_485082,2025-04-21,764.4
VTA_95478991,CLI_937066,2025-12-19,2365.91
VTA_25807551,CLI_076077,2025-03-13,2569.03
VTA_03427194,CLI_922885,2026-02-04,2385.36
VTA_72751092,CLI_026495,2025-09-18,798.76
VTA_56925742,CLI_524634,2025-07-15,2442.05
VTA_74478593,CLI_649997,2025-01-25,156.3
VTA_71595038,CLI_632131,2025-10-05,6102.0
VTA_38495326,CLI_643312,2025-08-24,3625.66
VTA_48962818,CLI_709698,2025-05-29,4843.11
VTA_30405737,CLI_071235,2025-12-31,3639.4
VTA_42412353,CLI_594378,2025-04-22,1914.31
VTA_16528560,CLI_456421,2025-06-06,1137.74
VTA_19603270,CLI_603975,2025-04-26,269.74
VTA_73961676,CLI_154507,2025-12-04,718.85
VTA_92816469,CLI_492388,2025-03-04,1198.36
VTA_45969276,CLI_075141,2026-01-11,118.24
VTA_70842162,CLI_511387,2025-03-20,318.86
VTA_81767721,CLI_364630,2025-11-20,1238.04
VTA_54216742,CLI_276535,2025-12-22,69.6
VTA_16098909,CLI_762453,2025-11-15,1590.06
VTA_24277579,CLI_970020,2025-07-15,71.46
VTA_54321709,CLI_002474,2025-08-01,969.16
VTA_72752849,CLI_951226,2025-10-17,1792.72
VTA_21752187,CLI_025555,2025-06-26,1701.04
VTA_18219494,CLI_330963,2025-12-23,62.73
VTA_63813775,CLI_034261,2025-08-16,506.13
VTA_31449575,CLI_110634,2025-07-05,725.01
VTA_54152881,CLI_300045,2026-02-07,2644.83
VTA_53470614,CLI_878394,2025-12-20,3814.64
VTA_71908502,CLI_947198,2025-07-20,2023.67
VTA_10495728,CLI_913089,2025-07-25,71.3
VTA_45508682,CLI_287122,2025-05-05,418.4
VTA_13065218,CLI_333023,2025-07-14,1227.38
VTA_73618905,CLI_456421,2025-04-24,3526.37
VTA_22152502,CLI_782226,2025-08-16,110.34
VTA_04250863,CLI_526357,2025-05-05,1133.04
VTA_67693727,CLI_758212,2025-06-05,4169.85
VTA_43874409,CLI_802512,2025-11-20,818.87
VTA_58248986,CLI_981351,2025-06-15,825.74
VTA_40921567,CLI_373210,2025-08-07,223.2
VTA_31652587,CLI_642531,2026-01-05,5401.43
VTA_86750209,CLI_154507,2025-12-28,1049.95
VTA_52850466,CLI_010435,2025-08-13,1613.01
VTA_59584762,CLI_210248,2026-02-05,226.54
VTA_57774994,CLI_606215,2025-02-21,1351.9
VTA_67296304,CLI_327964,2025-11-28,2545.74
VTA_20070553,CLI_457825,2025-06-04,259.41
VTA_22102664,CLI_127387,2025-03-28,3511.37
VTA_72026149,CLI_329247,2025-10-28,1147.2
VTA_30981533,CLI_016490,2025-08-01,1315.66
VTA_80375462,CLI_480035,2025-02-18,1354.03
VTA_70800471,CLI_464427,2025-01-15,2170.86
VTA_10973762,CLI_172018,2025-12-12,763.83
VTA_69536328,CLI_355532,2025-08-10,3926.13
VTA_87402447,CLI_708003,2025-09-22,494.28
VTA_52646181,CLI_952171,2025-05-16,88.97
VTA_23550519,CLI_062806,2025-06-02,318.64
VTA_61969966,CLI_799512,2025-09-06,3482.98
VTA_81536119,CLI_700035,2025-08-26,5988.36
