cliente_id,rubro_cliente,subrubro_1,subrubro_2,sede_cliente
CLI_002474,Cafetería,Tradicional,Para Llevar,Arequipa
CLI_071235,Minimarket,Barrio,24 Horas,Piura
CLI_817274,Restaurante,Marino,Delivery + Salón,Lima
CLI_623991,Restaurante,Pollería,Dark Kitchen,Lima
CLI_142306,Supermercado,Orgánico,Solo Online,Lima
CLI_075329,Bodega,Licorería,Autoservicio,Cusco
CLI_724639,Cafetería,Moderna,Co-Working,Lima
CLI_712977,Restaurante,Criollo,Dark Kitchen,Cusco
CLI_318442,Cafetería,Tradicional,Salón + Delivery,Cusco
CLI_372895,Restaurante,Criollo,Dark Kitchen,Lima
CLI_854757,Fast Food,Tacos,Delivery,Lima
CLI_276535,Panadería,Pastelería,Local + Distribución,Cusco
CLI_243060,Supermercado,Formato Mediano,Solo Online,Piura
CLI_110634,Restaurante,Chifa,Delivery,Arequipa
CLI_709698,Restaurante,Carnes,Dark Kitchen,Cusco
CLI_594378,Supermercado,Formato Grande,Online + Tienda,Arequipa
CLI_802512,Fast Food,Wraps,Salón,Cusco
CLI_595577,Restaurante,Fusión,Delivery,Arequipa
CLI_114319,Cafetería,Saludable,Salón,Cusco
CLI_933747,Bar,Cocteles,Presencial + Eventos,Piura
CLI_792943,Fast Food,Pollo,Salón + Delivery,Lima
CLI_180923,Ferretería,General,Catálogo Online,Arequipa
CLI_550412,Catering,Social,Mixto,Piura
CLI_552034,Bodega,Abarrotes,Mostrador,Cusco
CLI_537500,Hotel,Apart-hotel,Restaurante Propio,Arequipa
CLI_917789,Bodega,Licorería,Autoservicio,Cusco
CLI_353616,Restaurante,Fusión,Salón,Cusco
CLI_471347,Farmacia,Independiente,Mostrador,Cusco
CLI_467413,Bodega,Licorería,Mostrador + Delivery,Piura
CLI_207390,Fast Food,Wraps,Solo Delivery,Cusco
CLI_350396,Minimarket,Gasolinera,Tienda Física,Cusco
CLI_926170,Panadería,Francesa,Local Propio,Lima
CLI_880614,Bodega,Mixta,Mostrador,Lima
CLI_252471,Bodega,Mixta,Mostrador,Lima
CLI_202624,Minimarket,Universitario,Tienda Física,Lima
CLI_808623,Restaurante,Marino,Para Llevar,Lima
CLI_515490,Catering,Industrial,Mixto,Piura
CLI_470633,Bar,Cocteles,Reservas,Arequipa
CLI_888052,Hotel,Apart-hotel,Solo Alojamiento,Piura
CLI_175686,Bodega,Licorería,Mostrador + Delivery,Cusco
CLI_993521,Bodega,Mayorista,Autoservicio,Piura
CLI_497651,Hotel,Turístico,Desayuno Incluido,Lima
CLI_391473,Fast Food,Wraps,Salón,Cusco
CLI_711762,Bodega,Abarrotes,Mostrador,Piura
CLI_007184,Panadería,Industrial,Local + Distribución,Arequipa
CLI_412499,Restaurante,Japonés,Delivery + Salón,Cusco
CLI_099843,Bodega,Mayorista,Mostrador,Cusco
CLI_768739,Catering,Industrial,Off-Site,Lima
CLI_809537,Fast Food,Tacos,Salón + Delivery,Cusco
CLI_148721,Fast Food,Wraps,Salón,Arequipa
CLI_518471,Panadería,Artesanal,Local + Distribución,Piura
CLI_048880,Minimarket,Gasolinera,24 Horas,Arequipa
CLI_076077,Cafetería,Moderna,Salón,Piura
CLI_795618,Minimarket,Express,Tienda Física,Piura
CLI_379218,Supermercado,Formato Grande,Online + Tienda,Piura
CLI_485082,Restaurante,Marino,Salón,Cusco
CLI_608268,Minimarket,Express,Tienda Física,Piura
CLI_608682,Restaurante,Criollo,Salón,Lima
CLI_126655,Restaurante,Japonés,Delivery,Cusco
CLI_023304,Supermercado,Gourmet,Tienda Física,Lima
CLI_625566,Bodega,Mayorista,Mostrador,Lima
CLI_946992,Fast Food,Wraps,Solo Delivery,Arequipa
CLI_315564,Bodega,Mixta,Mostrador + Delivery,Piura
CLI_211477,Catering,Matrimonios,Mixto,Piura
CLI_038266,Supermercado,Mayorista,Online + Tienda,Arequipa
CLI_530637,Supermercado,Gourmet,Online + Tienda,Lima
CLI_894401,Hotel,Business,Solo Alojamiento,Piura
CLI_489055,Panadería,Integral,Distribución,Arequipa
CLI_539701,Fast Food,Hamburguesas,Drive-Thru,Lima
CLI_516117,Bodega,Licorería,Mostrador + Delivery,Arequipa
CLI_208383,Cafetería,Temática,Salón,Arequipa
CLI_794045,Restaurante,Italiano,Salón,Piura
CLI_833709,Bodega,Licorería,Mostrador + Delivery,Piura
CLI_381308,Bodega,Barrio,Autoservicio,Lima
CLI_563538,Bodega,Barrio,Mostrador,Arequipa
CLI_576211,Bodega,Abarrotes,Autoservicio,Lima
CLI_317220,Bodega,Abarrotes,Mostrador + Delivery,Arequipa
CLI_090303,Fast Food,Hamburguesas,Drive-Thru,Cusco
CLI_876597,Panadería,Pastelería,Distribución,Cusco
CLI_036749,Fast Food,Hamburguesas,Salón + Delivery,Piura
CLI_936678,Hotel,Hostal,Solo Alojamiento,Cusco
CLI_148235,Fast Food,Hamburguesas,Salón + Delivery,Lima
CLI_503452,Minimarket,Barrio,24 Horas,Piura
CLI_026495,Fast Food,Tacos,Salón + Delivery,Arequipa
CLI_609545,Fast Food,Pollo,Drive-Thru,Cusco
CLI_190187,Bodega,Barrio,Autoservicio,Cusco
CLI_215787,Bodega,Barrio,Mostrador,Piura
CLI_642827,Minimarket,Gasolinera,24 Horas,Arequipa
CLI_930094,Catering,Industrial,Mixto,Piura
CLI_990591,Hotel,Boutique,Solo Alojamiento,Arequipa
CLI_733335,Hotel,Business,Todo Incluido,Piura
CLI_398196,Minimarket,24 Horas,Tienda + Delivery,Piura
CLI_744906,Restaurante,Chifa,Delivery,Cusco
CLI_644832,Hotel,Apart-hotel,Todo Incluido,Cusco
CLI_825453,Panadería,Integral,Distribución,Lima
CLI_146179,Fast Food,Wraps,Delivery,Arequipa
CLI_804790,Minimarket,Barrio,Tienda + Delivery,Arequipa
CLI_745474,Panadería,Pastelería,Local + Distribución,Arequipa
CLI_977504,Bodega,Barrio,Mostrador + Delivery,Piura
CLI_862058,Fast Food,Wraps,Delivery,Arequipa
CLI_227697,Bodega,Mixta,Autoservicio,Cusco
CLI_721509,Minimarket,24 Horas,24 Horas,Piura
CLI_743671,Panadería,Industrial,Distribución,Arequipa
CLI_044499,Restaurante,Marino,Salón,Piura
CLI_254273,Minimarket,Express,24 Horas,Arequipa
CLI_969498,Farmacia,Independiente,Mostrador,Arequipa
CLI_637775,Bodega,Barrio,Autoservicio,Piura
CLI_300045,Fast Food,Wraps,Drive-Thru,Cusco
CLI_100968,Minimarket,Gasolinera,24 Horas,Lima
CLI_816859,Cafetería,Tradicional,Salón,Lima
CLI_496924,Cafetería,Temática,Co-Working,Arequipa
CLI_733092,Bodega,Barrio,Autoservicio,Cusco
CLI_361546,Restaurante,Carnes,Dark Kitchen,Lima
CLI_007704,Catering,Escolar,On-Site,Lima
CLI_279559,Bar,Lounge,Reservas,Cusco
CLI_775098,Minimarket,Express,Tienda + Delivery,Cusco
CLI_330963,Restaurante,Fusión,Para Llevar,Arequipa
CLI_610316,Restaurante,Vegetariano,Para Llevar,Lima
CLI_067117,Panadería,Pastelería,Distribución,Piura
CLI_649890,Fast Food,Hamburguesas,Solo Delivery,Arequipa
CLI_186468,Restaurante,Chifa,Delivery + Salón,Piura
CLI_016490,Supermercado,Formato Mediano,Tienda Física,Piura
CLI_806808,Restaurante,Chifa,Para Llevar,Lima
CLI_284896,Fast Food,Árabe,Solo Delivery,Arequipa
CLI_187753,Restaurante,Buffet,Dark Kitchen,Lima
CLI_654900,Bodega,Licorería,Mostrador,Cusco
CLI_009752,Supermercado,Formato Grande,Online + Tienda,Cusco
CLI_654960,Cafetería,Moderna,Para Llevar,Piura
CLI_673021,Cafetería,Especialidad,Salón,Lima
CLI_276217,Panadería,Integral,Local + Distribución,Cusco
CLI_032268,Fast Food,Pollo,Salón,Cusco
CLI_174187,Restaurante,Chifa,Dark Kitchen,Arequipa
CLI_730783,Minimarket,Gasolinera,Tienda Física,Piura
CLI_042613,Restaurante,Buffet,Delivery + Salón,Cusco
CLI_216018,Cafetería,Temática,Co-Working,Cusco
CLI_867661,Minimarket,Gasolinera,Tienda Física,Piura
CLI_824404,Restaurante,Fusión,Delivery + Salón,Piura
CLI_299984,Bodega,Licorería,Mostrador + Delivery,Lima
CLI_054784,Restaurante,Vegetariano,Dark Kitchen,Piura
CLI_912604,Restaurante,Chifa,Delivery + Salón,Arequipa
CLI_704784,Restaurante,Vegetariano,Dark Kitchen,Arequipa
CLI_063652,Panadería,Repostería,Local + Distribución,Arequipa
CLI_708709,Cafetería,Especialidad,Para Llevar,Arequipa
CLI_363150,Catering,Eventos Corporativos,Off-Site,Piura
CLI_567787,Restaurante,Italiano,Delivery,Piura
CLI_620345,Bodega,Abarrotes,Mostrador + Delivery,Lima
CLI_884366,Minimarket,Universitario,Tienda + Delivery,Lima
CLI_082912,Restaurante,Vegetariano,Salón,Piura
CLI_562951,Fast Food,Árabe,Drive-Thru,Arequipa
CLI_108853,Minimarket,Barrio,24 Horas,Arequipa
CLI_568431,Panadería,Pastelería,Distribución,Arequipa
CLI_497034,Restaurante,Marino,Delivery,Piura
CLI_511797,Panadería,Industrial,Local + Distribución,Piura
CLI_543276,Bodega,Barrio,Autoservicio,Arequipa
CLI_951097,Restaurante,Vegetariano,Dark Kitchen,Cusco
CLI_955628,Bar,Sports Bar,Presencial,Piura
CLI_679153,Supermercado,Mayorista,Online + Tienda,Cusco
CLI_336157,Panadería,Industrial,Distribución,Arequipa
CLI_869934,Restaurante,Pollería,Dark Kitchen,Lima
CLI_183323,Catering,Escolar,Off-Site,Cusco
CLI_749828,Catering,Eventos Corporativos,On-Site,Cusco
CLI_851395,Cafetería,Saludable,Para Llevar,Arequipa
CLI_049457,Restaurante,Buffet,Delivery + Salón,Piura
CLI_508835,Restaurante,Japonés,Para Llevar,Cusco
CLI_298468,Bodega,Barrio,Mostrador,Cusco
CLI_129075,Restaurante,Carnes,Salón,Cusco
CLI_983702,Hotel,Apart-hotel,Todo Incluido,Lima
CLI_303690,Restaurante,Vegetariano,Delivery,Arequipa
CLI_167513,Fast Food,Hamburguesas,Solo Delivery,Arequipa
CLI_263531,Hotel,Apart-hotel,Solo Alojamiento,Piura
CLI_491258,Fast Food,Pizza,Salón + Delivery,Lima
CLI_894338,Minimarket,Barrio,Tienda Física,Arequipa
CLI_711663,Restaurante,Marino,Salón,Piura
CLI_670770,Restaurante,Pollería,Delivery + Salón,Lima
CLI_012067,Restaurante,Fusión,Dark Kitchen,Lima
CLI_913089,Bar,Sports Bar,Presencial + Eventos,Arequipa
CLI_650875,Minimarket,Universitario,Tienda + Delivery,Piura
CLI_079984,Farmacia,Cadena,Drive-Thru,Piura
CLI_894547,Minimarket,Barrio,Tienda Física,Arequipa
CLI_177503,Restaurante,Pollería,Dark Kitchen,Lima
CLI_768249,Minimarket,Express,Tienda + Delivery,Cusco
CLI_930663,Restaurante,Pollería,Delivery + Salón,Lima
CLI_697813,Restaurante,Japonés,Delivery + Salón,Piura
CLI_187275,Bodega,Mixta,Autoservicio,Arequipa
CLI_464427,Supermercado,Mayorista,Online + Tienda,Lima
CLI_290784,Restaurante,Vegetariano,Delivery + Salón,Lima
CLI_616007,Farmacia,Homeopática,Drive-Thru,Cusco
CLI_642385,Supermercado,Formato Mediano,Online + Tienda,Lima
CLI_484016,Ferretería,General,Autoservicio,Arequipa
CLI_433754,Catering,Matrimonios,Off-Site,Cusco
CLI_025367,Minimarket,24 Horas,Tienda + Delivery,Arequipa
CLI_083708,Bodega,Barrio,Mostrador + Delivery,Arequipa
CLI_940223,Minimarket,Express,24 Horas,Lima
CLI_115064,Catering,Eventos Corporativos,Off-Site,Cusco
CLI_035304,Bodega,Licorería,Mostrador + Delivery,Piura
CLI_363448,Bodega,Mixta,Mostrador + Delivery,Lima
CLI_209427,Hotel,Hostal,Desayuno Incluido,Lima
CLI_525543,Cafetería,Especialidad,Salón,Lima
CLI_845246,Panadería,Pastelería,Local + Distribución,Cusco
CLI_865146,Cafetería,Especialidad,Para Llevar,Cusco
CLI_899702,Bodega,Mixta,Mostrador + Delivery,Cusco
CLI_848968,Restaurante,Criollo,Para Llevar,Arequipa
CLI_264112,Hotel,Apart-hotel,Desayuno Incluido,Arequipa
CLI_492207,Minimarket,Universitario,24 Horas,Arequipa
CLI_894080,Panadería,Industrial,Local + Distribución,Arequipa
CLI_683882,Hotel,Resort,Solo Alojamiento,Lima
CLI_992821,Fast Food,Árabe,Solo Delivery,Arequipa
CLI_372411,Bodega,Mixta,Mostrador + Delivery,Arequipa
CLI_056154,Minimarket,Gasolinera,Tienda + Delivery,Piura
CLI_433690,Farmacia,Cadena,Autoservicio,Lima
CLI_539381,Cafetería,Moderna,Co-Working,Piura
CLI_939208,Hotel,Resort,Restaurante Propio,Piura
CLI_687408,Bodega,Mayorista,Autoservicio,Cusco
CLI_788865,Minimarket,Express,24 Horas,Arequipa
CLI_367614,Minimarket,Universitario,Tienda + Delivery,Piura
CLI_301598,Restaurante,Carnes,Para Llevar,Piura
CLI_734726,Hotel,Apart-hotel,Todo Incluido,Arequipa
CLI_418982,Supermercado,Formato Mediano,Tienda Física,Lima
CLI_699171,Bar,Lounge,Presencial + Eventos,Cusco
CLI_191505,Panadería,Integral,Distribución,Cusco
CLI_229827,Hotel,Resort,Restaurante Propio,Cusco
CLI_287117,Restaurante,Carnes,Dark Kitchen,Lima
CLI_693640,Bodega,Abarrotes,Mostrador,Piura
CLI_234505,Catering,Industrial,Mixto,Lima
CLI_999957,Bodega,Mayorista,Autoservicio,Lima
CLI_396180,Restaurante,Fusión,Dark Kitchen,Piura
CLI_981351,Bodega,Mixta,Autoservicio,Lima
CLI_887928,Bodega,Mayorista,Autoservicio,Arequipa
CLI_397186,Fast Food,Tacos,Drive-Thru,Cusco
CLI_202749,Restaurante,Criollo,Salón,Cusco
CLI_448810,Restaurante,Italiano,Dark Kitchen,Arequipa
CLI_856290,Restaurante,Criollo,Dark Kitchen,Piura
CLI_768066,Minimarket,Barrio,Tienda Física,Cusco
CLI_108649,Minimarket,Barrio,24 Horas,Lima
CLI_649997,Bodega,Barrio,Mostrador + Delivery,Piura
CLI_277560,Bodega,Barrio,Mostrador + Delivery,Arequipa
CLI_023469,Restaurante,Japonés,Salón,Piura
CLI_799630,Restaurante,Vegetariano,Delivery + Salón,Arequipa
CLI_845478,Fast Food,Tacos,Salón + Delivery,Piura
CLI_034261,Minimarket,Express,Tienda Física,Cusco
CLI_040839,Fast Food,Wraps,Solo Delivery,Arequipa
CLI_200014,Hotel,Hostal,Todo Incluido,Lima
CLI_357074,Minimarket,Universitario,24 Horas,Piura
CLI_473774,Hotel,Boutique,Restaurante Propio,Arequipa
CLI_176815,Bodega,Mayorista,Mostrador,Lima
CLI_644677,Minimarket,Barrio,Tienda Física,Arequipa
CLI_696801,Panadería,Integral,Distribución,Piura
CLI_826646,Restaurante,Chifa,Delivery,Piura
CLI_401179,Restaurante,Vegetariano,Delivery,Cusco
CLI_228331,Restaurante,Vegetariano,Dark Kitchen,Cusco
CLI_579035,Farmacia,Homeopática,Drive-Thru,Cusco
CLI_055268,Bodega,Barrio,Mostrador + Delivery,Lima
CLI_441744,Fast Food,Wraps,Delivery,Piura
CLI_987487,Panadería,Repostería,Distribución,Cusco
CLI_634912,Bar,Pub,Presencial + Eventos,Lima
CLI_161493,Cafetería,Moderna,Para Llevar,Piura
CLI_831880,Fast Food,Hamburguesas,Delivery,Lima
CLI_254977,Bodega,Barrio,Mostrador + Delivery,Arequipa
CLI_679448,Catering,Social,Mixto,Lima
CLI_016891,Farmacia,Independiente,Drive-Thru,Arequipa
CLI_706318,Cafetería,Especialidad,Salón + Delivery,Cusco
CLI_842127,Farmacia,Independiente,Mostrador,Cusco
CLI_757149,Minimarket,24 Horas,Tienda Física,Cusco
CLI_301089,Bar,Vinos,Presencial + Eventos,Lima
CLI_430915,Bodega,Licorería,Mostrador,Arequipa
CLI_733896,Minimarket,Universitario,24 Horas,Piura
CLI_866438,Cafetería,Saludable,Para Llevar,Cusco
CLI_037719,Supermercado,Gourmet,Tienda Física,Arequipa
CLI_336085,Bodega,Mixta,Mostrador + Delivery,Arequipa
CLI_457825,Bodega,Abarrotes,Mostrador + Delivery,Lima
CLI_274989,Restaurante,Pollería,Delivery + Salón,Piura
CLI_776752,Minimarket,Gasolinera,Tienda + Delivery,Arequipa
CLI_414404,Fast Food,Pollo,Delivery,Piura
CLI_355532,Minimarket,Express,Tienda Física,Cusco
CLI_949811,Panadería,Francesa,Local + Distribución,Cusco
CLI_124793,Restaurante,Fusión,Dark Kitchen,Lima
CLI_150139,Panadería,Francesa,Local Propio,Arequipa
CLI_150882,Bodega,Barrio,Mostrador,Cusco
CLI_004343,Restaurante,Fusión,Para Llevar,Cusco
CLI_754448,Minimarket,Universitario,Tienda Física,Arequipa
CLI_423598,Restaurante,Buffet,Dark Kitchen,Arequipa
CLI_067366,Panadería,Industrial,Local + Distribución,Lima
CLI_505148,Restaurante,Buffet,Dark Kitchen,Lima
CLI_922885,Panadería,Integral,Local Propio,Lima
CLI_408044,Supermercado,Orgánico,Online + Tienda,Arequipa
CLI_952171,Minimarket,Barrio,Tienda Física,Cusco
CLI_172018,Cafetería,Tradicional,Co-Working,Arequipa
CLI_275473,Minimarket,Barrio,Tienda Física,Lima
CLI_500690,Bodega,Abarrotes,Autoservicio,Lima
CLI_734062,Bodega,Mixta,Mostrador + Delivery,Piura
CLI_549404,Minimarket,24 Horas,Tienda Física,Arequipa
CLI_092269,Panadería,Industrial,Local Propio,Piura
CLI_075331,Panadería,Integral,Distribución,Piura
CLI_258896,Cafetería,Temática,Salón + Delivery,Cusco
CLI_293919,Bodega,Abarrotes,Autoservicio,Cusco
CLI_487757,Restaurante,Chifa,Delivery,Lima
CLI_638831,Fast Food,Árabe,Salón + Delivery,Lima
CLI_420293,Restaurante,Italiano,Delivery,Lima
CLI_829904,Hotel,Apart-hotel,Solo Alojamiento,Piura
CLI_854565,Restaurante,Japonés,Salón,Piura
CLI_198872,Restaurante,Criollo,Salón,Lima
CLI_549690,Ferretería,Mayorista,Catálogo Online,Arequipa
CLI_154507,Minimarket,Express,24 Horas,Lima
CLI_401050,Bodega,Licorería,Mostrador + Delivery,Piura
CLI_913060,Farmacia,Homeopática,Mostrador,Cusco
CLI_982498,Supermercado,Orgánico,Solo Online,Arequipa
CLI_767650,Fast Food,Pollo,Salón,Lima
CLI_867080,Catering,Industrial,Off-Site,Cusco
CLI_084648,Restaurante,Chifa,Dark Kitchen,Lima
CLI_863974,Minimarket,Express,24 Horas,Arequipa
CLI_075891,Panadería,Artesanal,Local Propio,Arequipa
CLI_611015,Minimarket,Express,Tienda + Delivery,Arequipa
CLI_133305,Bodega,Mixta,Mostrador,Piura
CLI_841297,Restaurante,Fusión,Dark Kitchen,Arequipa
CLI_535964,Restaurante,Vegetariano,Delivery + Salón,Piura
CLI_202262,Restaurante,Chifa,Delivery + Salón,Arequipa
CLI_480035,Supermercado,Mayorista,Tienda Física,Piura
CLI_570011,Bodega,Mayorista,Mostrador + Delivery,Arequipa
CLI_108906,Cafetería,Temática,Para Llevar,Cusco
CLI_932869,Panadería,Artesanal,Distribución,Cusco
CLI_197133,Catering,Eventos Corporativos,On-Site,Cusco
CLI_758212,Farmacia,Cadena,Mostrador,Arequipa
CLI_820460,Catering,Social,Mixto,Cusco
CLI_443367,Supermercado,Orgánico,Online + Tienda,Cusco
CLI_676284,Minimarket,Universitario,24 Horas,Piura
CLI_859351,Minimarket,Gasolinera,24 Horas,Lima
CLI_205344,Bodega,Mixta,Autoservicio,Arequipa
CLI_312630,Supermercado,Gourmet,Online + Tienda,Lima
CLI_135362,Supermercado,Formato Mediano,Tienda Física,Arequipa
CLI_977902,Restaurante,Buffet,Delivery,Arequipa
CLI_870699,Supermercado,Mayorista,Online + Tienda,Cusco
CLI_255483,Bodega,Mayorista,Autoservicio,Lima
CLI_762453,Bodega,Mayorista,Autoservicio,Piura
CLI_883464,Bodega,Barrio,Autoservicio,Arequipa
CLI_791936,Bodega,Barrio,Mostrador + Delivery,Cusco
CLI_034396,Ferretería,Especializada,Autoservicio,Arequipa
CLI_186019,Restaurante,Pollería,Dark Kitchen,Cusco
CLI_600518,Bodega,Mayorista,Autoservicio,Cusco
